Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Intensity	Intensity L	Intensity H	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
P47148	P47148	2	2	2	Uncharacterized protein YJR111C		sp|P47148|PXP2_YEAST Peroxisomal protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PXP2 PE=1 SV=1	1	2	2	2	17	17	17	32.208	283	283	0	11.983	NaN	NaN	NaN	0	0	Median	4158800	4158800	0				1419	2709;13014	True;True	2738;13157	8602;39443;39444;39445	15688;71301;71302;71303	15688;71301			-1
P47150	P47150	1	1	1	37S ribosomal protein S7, mitochondrial	RSM7	sp|P47150|RT07_YEAST 37S ribosomal protein S7, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSM7 PE=1 SV=1	1	1	1	1	7.7	7.7	7.7	27.816	247	247	0.0029197	2.1854	NaN	NaN	NaN	0	0	Median	0	0	0				1420	4325	True	4361	13200	24194	24194			-1
P47154	P47154	7	7	7	CAAX prenyl protease 1	STE24	sp|P47154|STE24_YEAST CAAX prenyl protease 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STE24 PE=1 SV=1	1	7	7	7	20.1	20.1	20.1	52.323	453	453	0	25.931	0.79013	1.0913	30.155	11	0	Leave out requantified	1174400000	731390000	443050000				1421	5117;8160;8331;8485;9716;12125;12854	True;True;True;True;True;True;True	5164;8234;8405;8561;9816;12255;12995	15643;15644;24795;24796;24797;24798;25275;25276;25745;25746;29423;29424;29425;36407;36408;36409;36410;38965	28606;28607;45030;45031;45032;45033;45034;45035;45036;45858;45859;46742;46743;46744;53350;53351;53352;53353;65672;65673;65674;65675;65676;70412	28607;45036;45858;46744;53352;65676;70412			-1
P47155	P47155	1	1	1	Protein ILM1	ILM1	sp|P47155|ILM1_YEAST Protein ILM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILM1 PE=1 SV=1	1	1	1	1	9.9	9.9	9.9	23.644	203	203	0	5.6302	NaN	NaN	NaN	0	0	Median	0	0	0				1422	8077	True	8149	24405	44362	44362			-1
P47160	P47160	4	4	4	Epsin-3	ENT3	sp|P47160|ENT3_YEAST Epsin-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENT3 PE=1 SV=1	1	4	4	4	12.5	12.5	12.5	45.091	408	408	0	20.934	0.71165	1.0736	3.4037	4	0	Leave out requantified	195930000	137960000	57974000				1423	663;728;5442;6245	True;True;True;True	673;738;5491;6300	2299;2300;2522;2523;2524;2525;16634;16635;19100	4342;4343;4344;4345;4745;4746;4747;4748;4749;4750;4751;30470;30471;34916	4342;4747;30471;34916			-1
P47164	P47164	1	1	1	Cystathionine gamma-synthase	STR2	sp|P47164|MET7_YEAST Cystathionine gamma-synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STR2 PE=1 SV=1	1	1	1	1	5.8	5.8	5.8	72.35	639	639	0	12.045	NaN	NaN	NaN	0	0	Median	2454400	2454400	0				1424	4128	True	4161	12615;12616	23089;23090;23091	23089			-1
P47165	P47165	7	7	7	Xanthine phosphoribosyltransferase 1	XPT1	sp|P47165|XPT1_YEAST Xanthine phosphoribosyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=XPT1 PE=1 SV=1	1	7	7	7	56	56	56	23.671	209	209	0	36.052	0.77147	1.0988	22.652	8	0	Leave out requantified	428830000	334730000	94095000				1425	9208;9548;10683;13269;13270;13382;15113	True;True;True;True;True;True;True	9303;9645;10796;13414;13415;13530;15278	28008;28954;28955;28956;28957;28958;28959;28960;32074;32075;40257;40258;40259;40260;40589;40590;40591;40592;46187	50803;50804;52521;52522;52523;52524;52525;52526;52527;52528;52529;52530;52531;52532;52533;52534;52535;52536;52537;58066;58067;72649;72650;72651;72652;72653;73272;73273;73274;73275;83874	50804;52531;58067;72650;72651;73274;83874			-1
P47173	P47173	1	1	1	Uncharacterized protein YJR142W		sp|P47173|YJ9J_YEAST Uncharacterized protein YJR142W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJR142W PE=1 SV=1	1	1	1	1	8.8	8.8	8.8	39.69	342	342	0	11.375	0.42011	0.64132	9.7051	2	0	Median	8030000	6100000	1930000				1426	8322	True	8396	25250;25251	45814;45815;45816	45815			-1
P47176	P47176	7	5	5	Branched-chain-amino-acid aminotransferase, cytosolic	BAT2	sp|P47176|BCA2_YEAST Branched-chain-amino-acid aminotransferase, cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BAT2 PE=1 SV=1	1	7	5	5	29	22.1	22.1	41.624	376	376	0	43.381	0.36393	0.54924	10.156	9	0	Leave out requantified	857020000	710480000	146540000				1427	2472;2611;4936;5998;7220;7358;11308	False;True;True;True;False;True;True	2496;2636;4983;6051;7281;7420;11427	7872;7873;7874;7875;7876;8333;15090;15091;15092;15093;15094;15095;15096;18236;18237;21735;21736;22192;33774	14382;14383;14384;14385;14386;14387;14388;14389;14390;14391;14392;14393;14394;14395;14396;14397;14398;14399;14400;15227;15228;15229;27607;27608;27609;27610;27611;27612;27613;27614;27615;27616;27617;27618;27619;27620;27621;27622;27623;27624;27625;27626;27627;27628;33318;33319;33320;39450;39451;39452;40286;60996	14385;15227;27619;33320;39451;40286;60996			-1
P47771	P47771	2	2	2	Aldehyde dehydrogenase [NAD(P)+] 1	ALD2	sp|P47771|ALDH2_YEAST Aldehyde dehydrogenase [NAD(P)+] 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD2 PE=1 SV=2	1	2	2	2	7.1	7.1	7.1	55.187	506	506	0.007565	1.9136	NaN	NaN	NaN	1	0	Median	153470000	115490000	37979000				1428	3631;7548	True;True	3662;7614	11242;22802	20561;41381	20561;41381			-1
P47818	P47818	1	1	1	Protein CCC1	CCC1	sp|P47818|CCC1_YEAST Protein CCC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCC1 PE=1 SV=1	1	1	1	1	5.6	5.6	5.6	34.249	322	322	0	50.383	NaN	NaN	NaN	0	0	Median	0	0	0				1429	9904	True	10010	30037	54504	54504			-1
P47912	P47912	17	16	15	Long-chain-fatty-acid--CoA ligase 4	FAA4	sp|P47912|LCF4_YEAST Long-chain-fatty-acid--CoA ligase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAA4 PE=1 SV=1	1	17	16	15	34.4	33.1	31.6	77.266	694	694	0	78.567	0.68006	0.95044	21.542	23	0	Leave out requantified	4256400000	2532600000	1723800000				1430	541;1544;1551;3525;3620;5358;5612;5795;6165;8592;9542;9543;9828;11906;13042;14051;14077	True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True	549;1559;1566;3555;3651;5407;5662;5848;6219;8668;9639;9640;9930;12036;13185;14209;14235	1943;5096;5097;5115;5116;10935;10936;10937;10938;10939;11215;16423;17096;17612;18819;18820;18821;26076;26077;26078;26079;26080;28936;28937;28938;29806;29807;29808;29809;29810;29811;35768;35769;39539;39540;42909;42910;42911;42979;42980;42981;42982;42983	3678;9427;9428;9457;9458;19992;19993;19994;19995;19996;19997;19998;19999;20502;20503;30073;31273;32209;34423;34424;34425;47323;47324;47325;47326;47327;47328;52496;52497;52498;52499;52500;54030;54031;54032;54033;54034;54035;64607;64608;71467;71468;71469;71470;77681;77682;77683;77684;77685;77819;77820;77821;77822;77823;77824;77825	3678;9428;9458;19999;20503;30073;31273;32209;34423;47324;52498;52500;54030;64607;71469;77684;77825			-1
P48015	P48015	4	4	4	Aminomethyltransferase, mitochondrial	GCV1	sp|P48015|GCST_YEAST Aminomethyltransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCV1 PE=1 SV=2	1	4	4	4	16.2	16.2	16.2	44.468	400	400	0	17.659	0.70645	0.98694	23.705	4	0	Leave out requantified	374860000	207040000	167810000				1431	1163;4170;13131;15454	True;True;True;True	1176;4203;13274;15620	3853;3854;12748;39881;39882;39883;47157	7170;7171;23330;72011;72012;72013;85689	7171;23330;72011;85689			-1
P48164	P48164	17	8	8	40S ribosomal protein S7-B	RPS7B	sp|P48164|RS7B_YEAST 40S ribosomal protein S7-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS7B PE=1 SV=1	1	17	8	8	66.8	45.8	45.8	21.634	190	190	0	50.357	0.79709	1.0743	11.49	20	0	Leave out requantified	7388800000	3922500000	3466400000				1432	134;769;1866;1867;4793;5507;5532;7264;10369;10778;12663;13079;13082;13083;14113;14164;14165	True;True;False;False;False;False;True;False;True;False;True;False;True;True;True;False;False	136;779;1886;1887;4839;5556;5581;7325;10478;10892;12801;13222;13225;13226;14271;14322;14323	613;614;615;2627;2628;2629;2630;6108;6109;6110;6111;6112;6113;14658;14659;16805;16806;16860;16861;21845;21846;21847;31252;32309;32310;32311;38115;38116;39698;39699;39708;39709;39710;39711;39712;39713;39714;43070;43071;43072;43073;43213;43214;43215;43216;43217;43218;43219;43220	1071;1072;1073;1074;4921;4922;4923;4924;4925;4926;4927;4928;4929;4930;4931;4932;4933;4934;4935;4936;4937;11264;11265;11266;11267;11268;11269;11270;11271;11272;11273;11274;26827;26828;26829;26830;26831;26832;30770;30771;30772;30773;30867;30868;30869;30870;30871;39653;39654;39655;39656;39657;39658;39659;39660;39661;39662;39663;39664;39665;39666;56668;56669;58456;58457;58458;58459;58460;68843;68844;68845;68846;68847;68848;71717;71718;71719;71733;71734;71735;71736;71737;71738;71739;71740;71741;71742;71743;71744;71745;77989;77990;77991;77992;77993;77994;77995;77996;77997;77998;77999;78285;78286;78287;78288;78289;78290;78291;78292;78293;78294;78295;78296;78297;78298;78299;78300;78301;78302;78303;78304;78305;78306;78307;78308;78309;78310;78311;78312;78313;78314;78315	1074;4937;11269;11273;26831;30772;30867;39662;56668;58459;68844;71718;71733;71744;77991;78289;78314			-1
P48231	P48231	11	11	11	Tricalbin-2	TCB2	sp|P48231|TCB2_YEAST Tricalbin-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TCB2 PE=1 SV=1	1	11	11	11	13.8	13.8	13.8	132.51	1178	1178	0	24.883	0.77937	1.099	55.245	8	0	Leave out requantified	900900000	544950000	355950000				1433	361;534;1236;3028;5983;7871;8925;10121;12632;13047;14024	True;True;True;True;True;True;True;True;True;True;True	364;542;1250;3057;6036;7940;9007;10229;12769;13190;14182	1372;1373;1926;4134;4135;4136;4137;9662;18173;23668;27082;30647;38044;38045;39556;42851	2532;2533;2534;3646;7713;7714;7715;7716;7717;7718;7719;17642;33204;43015;49109;55642;68723;68724;71490;77591	2534;3646;7717;17642;33204;43015;49109;55642;68723;71490;77591			-1
P48234	P48234	3	3	3	Ribosome biogenesis protein ENP2	ENP2	sp|P48234|NOL10_YEAST Ribosome biogenesis protein ENP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENP2 PE=1 SV=2	1	3	3	3	6.8	6.8	6.8	81.733	707	707	0	15.425	0.7465	1.1763	4.431	6	0	Leave out requantified	327950000	192990000	134960000				1434	6609;11494;14762	True;True;True	6667;11615;14925	20111;20112;34454;34455;34456;34457;45059;45060	36682;36683;62181;62182;62183;62184;62185;62186;62187;81893;81894;81895;81896	36683;62187;81895			-1
P48237	P48237	1	1	1	Mitochondrial group I intron splicing factor CCM1	CCM1	sp|P48237|CCM1_YEAST Mitochondrial group I intron splicing factor CCM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCM1 PE=1 SV=1	1	1	1	1	2.3	2.3	2.3	101.42	864	864	1	-2	NaN	NaN	NaN	0	0	Median	0	0	0	+			1435	9760	True	9861	29642	53747	53747	185;186	44;45	-1
P48240	P48240	1	1	1	Exosome complex component MTR3	MTR3	sp|P48240|MTR3_YEAST Exosome complex component MTR3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MTR3 PE=1 SV=1	1	1	1	1	6.4	6.4	6.4	27.577	250	250	0.0075722	1.9164	NaN	NaN	NaN	0	0	Median	0	0	0				1436	11722	True	11850	35211	63557	63557			-1
P48353	P48353	1	1	1	Protein HLJ1	HLJ1	sp|P48353|HLJ1_YEAST Protein HLJ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HLJ1 PE=1 SV=1	1	1	1	1	4.9	4.9	4.9	25.008	224	224	0.0062171	2.0196	0.61524	0.92355	33.703	2	0	Median	330630000	197760000	132870000				1437	235	True	238	977;978;979	1748;1749;1750	1749			-1
P48362	P48362	7	7	7	Protein HGH1	HGH1	sp|P48362|HGH1_YEAST Protein HGH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HGH1 PE=1 SV=2	1	7	7	7	24.4	24.4	24.4	44.951	394	394	0	116.86	0.61346	0.90429	20.267	16	0	Leave out requantified	305020000	177930000	127090000				1438	778;5639;6025;7946;9325;9932;13331	True;True;True;True;True;True;True	788;5690;6078;8018;9421;10038;13479	2652;17191;17192;18296;18297;18298;18299;18300;18301;18302;18303;18304;18305;23952;23953;28339;30119;30120;40438;40439;40440;40441;40442	4973;31449;31450;31451;31452;31453;31454;31455;31456;33441;33442;33443;33444;33445;33446;33447;33448;33449;33450;33451;33452;33453;33454;33455;33456;33457;33458;33459;33460;33461;33462;33463;33464;33465;33466;43548;43549;51441;54645;54646;72988;72989;72990;72991;72992;72993;72994;72995;72996;72997;72998	4973;31455;33447;43548;51441;54646;72989			-1
P48363	P48363	2	2	2	Prefoldin subunit 3	PAC10	sp|P48363|PFD3_YEAST Prefoldin subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAC10 PE=1 SV=1	1	2	2	2	19.1	19.1	19.1	23.115	199	199	0	11.721	0.47657	0.73907	36.227	3	0	Plateau	221190000	151320000	69872000				1439	3871;13283	True;True	3902;13430	11885;11886;11887;40302;40303	21732;21733;21734;21735;21736;72733;72734;72735;72736	21735;72734			-1
P48412	P48412	2	2	2	Nonsense-mediated mRNA decay protein 3	UPF3	sp|P48412|UPF3_YEAST Nonsense-mediated mRNA decay protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UPF3 PE=1 SV=1	1	2	2	2	8	8	8	44.924	387	387	0.0033981	2.1537	0.60646	0.89339	14.176	2	0	Median	5007000	3051900	1955100				1440	7884;9127	True;True	7953;9219	23697;23698;27787	43063;43064;50387	43064;50387			-1
P48415	P48415	9	9	9	COPII coat assembly protein SEC16	SEC16	sp|P48415|SEC16_YEAST COPII coat assembly protein SEC16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC16 PE=1 SV=2	1	9	9	9	8.4	8.4	8.4	241.69	2195	2195	0	48.99	0.58123	0.81724	17.17	4	0	Leave out requantified	526660000	373700000	152960000				1441	1029;3826;5137;7953;8612;9677;13329;14584;14868	True;True;True;True;True;True;True;True;True	1042;3857;5184;8025;8688;9777;13476;14745;15032	3425;3426;3427;11774;11775;15701;15702;23965;26141;29310;40423;44488;45429;45430;45431	6384;6385;6386;6387;6388;21548;21549;21550;28707;28708;43576;47455;53143;53144;72973;80731;82547;82548;82549	6387;21550;28708;43576;47455;53144;72973;80731;82547			-1
P48439	P48439	2	2	2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3	OST3	sp|P48439|OST3_YEAST Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OST3 PE=1 SV=1	1	2	2	2	11.1	11.1	11.1	39.483	350	350	0	6.5738	0.51497	0.72645	2.1732	2	0	Median	188800000	146360000	42443000				1442	262;7305	True;True	265;7366	1054;1055;21938;21939	1904;1905;39831;39832	1905;39831			-1
P48445	P48445	2	2	2	Biotin--protein ligase;Biotin--[methylmalonyl-CoA-carboxytransferase] ligase;Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase;Biotin--[methylcrotonoyl-CoA-carboxylase] ligase;Biotin--[acetyl-CoA-carboxylase] ligase	BPL1	sp|P48445|BPL1_YEAST Biotin--protein ligase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BPL1 PE=1 SV=1	1	2	2	2	4.1	4.1	4.1	76.362	690	690	0.00054675	3.8483	NaN	NaN	NaN	1	0	Median	142090000	119910000	22180000				1443	481;14178	True;True	488;14336	1778;1779;43242;43243	3354;3355;78353;78354;78355	3355;78354			-1
P48510	P48510	7	7	7	Ubiquitin domain-containing protein DSK2	DSK2	sp|P48510|DSK2_YEAST Ubiquitin domain-containing protein DSK2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DSK2 PE=1 SV=2	1	7	7	7	37.5	37.5	37.5	39.345	373	373	0	43.715	0.53666	0.75003	67.187	6	0	Leave out requantified	1674500000	1043000000	631490000				1444	824;5471;9036;10474;11373;11775;14899	True;True;True;True;True;True;True	835;5520;9124;10585;11492;11903;15063	2782;16722;16723;27489;27490;31529;31530;34043;34044;34045;34046;34047;35329;35330;35331;35332;45557;45558	5193;30625;30626;30627;49843;49844;49845;49846;57167;57168;57169;57170;61466;61467;61468;61469;61470;61471;63768;63769;63770;63771;82787;82788	5193;30626;49846;57168;61469;63769;82788			-1
P48524	P48524	2	2	2	Ubiquitin ligase-binding protein BUL1	BUL1	sp|P48524|BUL1_YEAST Ubiquitin ligase-binding protein BUL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BUL1 PE=1 SV=1	1	2	2	2	4.6	4.6	4.6	109.17	976	976	0	8.9769	NaN	NaN	NaN	1	0	Median	31098000	26895000	4203100				1445	3452;11809	True;True	3482;11938	10716;10717;35454;35455	19586;19587;63996;63997	19587;63997			-1
P48562	P48562	2	2	2	Serine/threonine-protein kinase CLA4	CLA4	sp|P48562|CLA4_YEAST Serine/threonine-protein kinase CLA4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CLA4 PE=1 SV=1	1	2	2	2	4.4	4.4	4.4	93.908	842	842	0.00052966	3.3215	NaN	NaN	NaN	1	0	Median	193750000	124670000	69075000				1446	919;10862	True;True	931;10977	3069;32496	5686;5687;58773	5686;58773			-1
P48567	P48567	4	4	4	tRNA pseudouridine synthase 4	PUS4	sp|P48567|PUS4_YEAST tRNA pseudouridine synthase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PUS4 PE=1 SV=1	1	4	4	4	14.1	14.1	14.1	45.273	403	403	0	10.108	0.52766	0.79256	11.223	3	0	Median	192180000	111430000	80746000				1447	2261;8829;9051;9684	True;True;True;True	2285;8906;9140;9784	7278;26752;26753;27531;29333	13354;48508;48509;49919;53197	13354;48509;49919;53197			-1
P48570	P48570	24	3	3	Homocitrate synthase, cytosolic isozyme	LYS20	sp|P48570|HOSC_YEAST Homocitrate synthase, cytosolic isozyme OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LYS20 PE=1 SV=1	1	24	3	3	72.2	12.1	12.1	47.098	428	428	0	26.584	1.0959	1.488	39.437	6	0	Leave out requantified	1128500000	647570000	480890000				1448	472;473;606;1535;2125;2126;3440;5793;6272;7543;8518;8958;9440;10645;10671;11060;11137;11774;12377;12441;13441;13728;13877;15131	False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;False	479;480;616;1550;2147;2148;3470;5846;6327;7609;8594;9042;9537;10758;10784;11176;11254;11902;12509;12574;13589;13882;14032;15296	1738;1739;1740;1741;1742;1743;2117;2118;2119;2120;2121;2122;2123;2124;2125;2126;2127;2128;2129;5060;5061;6883;6884;6885;6886;6887;10668;10669;10670;17608;17609;19177;22758;22759;25823;27247;27248;28665;31983;31984;32043;32044;32045;33075;33076;33077;33296;33297;33298;33299;33300;33301;35325;35326;35327;35328;37248;37249;37250;37251;37252;37253;37425;37426;37427;40915;40916;41837;41838;41839;41840;41841;41842;42338;42339;42340;42341;46224;46225	3264;3265;3266;3267;3268;3269;3270;3271;3272;3273;3274;3988;3989;3990;3991;3992;3993;3994;3995;3996;3997;3998;3999;4000;4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;9339;9340;9341;9342;12672;12673;12674;12675;12676;12677;12678;12679;12680;19508;19509;19510;32204;32205;32206;35050;41295;41296;41297;41298;41299;41300;41301;41302;46873;46874;49424;49425;49426;49427;52030;57919;57920;58013;58014;58015;59721;59722;59723;60112;60113;60114;60115;60116;60117;60118;60119;60120;60121;63762;63763;63764;63765;63766;63767;67306;67307;67308;67309;67310;67311;67312;67313;67314;67315;67316;67625;67626;67627;67628;67629;67630;67631;67632;67633;73838;73839;75595;75596;75597;75598;75599;75600;75601;75602;75603;75604;76533;76534;76535;76536;76537;76538;76539;76540;76541;76542;76543;83940;83941;83942	3265;3274;3990;9339;12672;12678;19509;32206;35050;41296;46873;49426;52030;57919;58015;59721;60120;63763;67314;67628;73839;75604;76534;83940			-1
P48582	P48582	1	1	1	Vacuolar-sorting protein BRO1	BRO1	sp|P48582|BRO1_YEAST Vacuolar-sorting protein BRO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BRO1 PE=1 SV=2	1	1	1	1	2.1	2.1	2.1	97.275	844	844	0	4.4281	NaN	NaN	NaN	0	0	Median	0	0	0				1449	9771	True	9873	29670	53791	53791			-1
P48589	P48589	8	8	8	40S ribosomal protein S12	RPS12	sp|P48589|RS12_YEAST 40S ribosomal protein S12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS12 PE=1 SV=1	1	8	8	8	52.4	52.4	52.4	15.471	143	143	0	135.68	0.88227	1.0545	22.336	14	0	Leave out requantified	27723000000	15852000000	11871000000				1450	4997;6922;8603;8604;10089;10418;12502;14650	True;True;True;True;True;True;True;True	5044;6982;8679;8680;10196;10197;10528;12636;14811	15256;20908;20909;26110;26111;26112;26113;26114;26115;26116;30528;30529;30530;30531;30532;30533;30534;30535;30536;30537;30538;30539;30540;30541;30542;30543;30544;30545;30546;30547;30548;30549;30550;30551;30552;31381;31382;37634;37635;44665;44666;44667;44668;44669;44670	27916;27917;37975;37976;37977;37978;47385;47386;47387;47388;47389;47390;47391;47392;47393;47394;47395;47396;47397;47398;47399;47400;47401;47402;47403;47404;55435;55436;55437;55438;55439;55440;55441;55442;55443;55444;55445;55446;55447;55448;55449;55450;55451;55452;55453;55454;55455;55456;55457;55458;55459;55460;55461;55462;55463;55464;55465;55466;55467;55468;55469;55470;55471;55472;55473;56876;56877;56878;56879;56880;56881;56882;56883;56884;56885;56886;67997;67998;67999;68000;81085;81086;81087;81088;81089;81090;81091;81092	27916;37977;47386;47395;55462;56885;67997;81090	187	135	-1
P48606	P48606	5	5	5	Tubulin-specific chaperone A	RBL2	sp|P48606|TBCA_YEAST Tubulin-specific chaperone A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RBL2 PE=1 SV=1	1	5	5	5	64.2	64.2	64.2	12.379	106	106	0	35.645	0.52564	0.7742	13.069	9	0	Leave out requantified	1260800000	799950000	460810000				1451	6729;8525;8811;11012;13566	True;True;True;True;True	6787;8601;8888;11128;13716	20406;20407;20408;20409;25834;26716;32855;32856;41372;41373	37154;37155;37156;37157;37158;37159;46895;48451;59344;59345;59346;74680;74681;74682;74683	37154;46895;48451;59344;74682			-1
P48813	P48813	6	6	6	High-affinity glutamine permease	GNP1	sp|P48813|GNP1_YEAST High-affinity glutamine permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GNP1 PE=1 SV=2	1	6	6	6	10.6	10.6	10.6	73.597	663	663	0	209.34	0.47798	0.78917	28.008	17	0	Leave out requantified	1758200000	1104200000	653960000				1452	183;1037;10567;10568;10680;12831	True;True;True;True;True;True	185;1050;10678;10679;10793;12972	756;757;3442;3443;31788;31789;31790;31791;31792;31793;31794;31795;31796;32061;32062;32063;32064;32065;32066;38906;38907;38908;38909	1338;1339;6412;6413;57616;57617;57618;57619;57620;57621;57622;57623;57624;57625;57626;57627;57628;57629;57630;58038;58039;58040;58041;58042;58043;58044;58045;58046;58047;58048;58049;70295;70296;70297;70298;70299	1339;6412;57617;57629;58043;70296			-1
P48836	P48836	11	11	11	V-type proton ATPase subunit G	VMA10	sp|P48836|VATG_YEAST V-type proton ATPase subunit G OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA10 PE=1 SV=1	1	11	11	11	78.9	78.9	78.9	12.713	114	114	0	88.507	0.62786	0.90176	29.063	24	0	Leave out requantified	8620800000	5147800000	3473000000				1453	166;1584;5465;6192;6193;6513;9237;9238;9434;9435;12564	True;True;True;True;True;True;True;True;True;True;True	168;1599;5514;6246;6247;6570;9332;9333;9531;9532;12698	699;700;701;702;5244;5245;5246;5247;16699;18931;18932;18933;18934;18935;18936;19823;28072;28073;28074;28075;28649;28650;28651;28652;28653;28654;28655;37851;37852	1220;1221;1222;1223;1224;1225;1226;1227;1228;9746;9747;9748;9749;9750;9751;30577;34630;34631;34632;34633;34634;34635;34636;34637;34638;36191;50948;50949;50950;50951;51996;51997;51998;51999;52000;52001;52002;52003;52004;52005;52006;52007;52008;52009;52010;52011;52012;68402;68403	1224;9748;30577;34630;34632;36191;50948;50950;51998;52000;68403			-1
P48837	P48837	8	8	8	Nucleoporin NUP57	NUP57	sp|P48837|NUP57_YEAST Nucleoporin NUP57 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP57 PE=1 SV=1	1	8	8	8	21.6	21.6	21.6	57.498	541	541	0	24.919	0.51355	0.72018	22.149	5	0	Leave out requantified	510650000	350460000	160190000				1454	567;3888;5285;6035;6710;9201;9883;14285	True;True;True;True;True;True;True;True	576;3919;5333;6088;6768;9296;9989;14445	2011;11930;16147;16148;18331;18332;20371;27983;29979;29980;43532	3784;21811;21812;29594;29595;33519;33520;37105;50761;54393;54394;78917	3784;21811;29594;33520;37105;50761;54394;78917			-1
P49017	P49017	5	5	5	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	COQ5	sp|P49017|COQ5_YEAST 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COQ5 PE=1 SV=1	1	5	5	5	25.4	25.4	25.4	34.684	307	307	0	53.939	0.8184	1.2563	33.302	6	0	Leave out requantified	101550000	56261000	45288000				1455	3040;8620;14204;14205;14963	True;True;True;True;True	3069;8696;14362;14363;15128	9683;26159;26160;43308;43309;43310;45748	17683;47475;47476;47477;47478;47479;47480;47481;78493;78494;78495;78496;78497;78498;78499;78500;83111	17683;47476;78494;78498;83111			-1
